sales_id,date,product_id,units_sold,selling_price,sales_amount
529,2025-02-22,P009,5,136,680
530,2025-02-22,P010,10,20,200
531,2025-02-23,P001,84,26,2184
532,2025-02-23,P002,22,29,638
533,2025-02-23,P003,75,26,1950
534,2025-02-23,P004,53,28,1484
535,2025-02-23,P005,5,135,675
536,2025-02-23,P006,21,96,2016
537,2025-02-23,P007,12,44,528
538,2025-02-23,P008,40,10,400
539,2025-02-23,P009,7,136,952
540,2025-02-23,P010,10,20,200
541,2025-02-24,P001,99,26,2574
542,2025-02-24,P002,24,29,696
543,2025-02-24,P003,62,26,1612
544,2025-02-24,P004,44,28,1232
545,2025-02-24,P005,4,135,540
546,2025-02-24,P006,17,96,1632
547,2025-02-24,P007,14,44,616
548,2025-02-24,P008,35,10,350
549,2025-02-24,P009,7,136,952
550,2025-02-24,P010,9,20,180
551,2025-02-25,P001,96,26,2496
552,2025-02-25,P002,21,29,609
553,2025-02-25,P003,62,26,1612
554,2025-02-25,P004,62,28,1736
555,2025-02-25,P005,5,135,675
556,2025-02-25,P006,16,96,1536
557,2025-02-25,P007,11,44,484
558,2025-02-25,P008,44,10,440
559,2025-02-25,P009,7,136,952
560,2025-02-25,P010,10,20,200
561,2025-02-26,P001,89,26,2314
562,2025-02-26,P002,20,29,580
563,2025-02-26,P003,71,26,1846
564,2025-02-26,P004,52,28,1456
565,2025-02-26,P005,5,135,675
566,2025-02-26,P006,18,96,1728
567,2025-02-26,P007,11,44,484
568,2025-02-26,P008,44,10,440
569,2025-02-26,P009,7,136,952
570,2025-02-26,P010,13,20,260
571,2025-02-27,P001,96,26,2496
572,2025-02-27,P002,20,29,580
573,2025-02-27,P003,75,26,1950
574,2025-02-27,P004,67,28,1876
575,2025-02-27,P005,4,135,540
576,2025-02-27,P006,18,96,1728
577,2025-02-27,P007,13,44,572
578,2025-02-27,P008,36,10,360
579,2025-02-27,P009,6,136,816
580,2025-02-27,P010,13,20,260
581,2025-02-28,P001,84,26,2184
582,2025-02-28,P002,23,29,667
583,2025-02-28,P003,77,26,2002
584,2025-02-28,P004,45,28,1260
585,2025-02-28,P005,5,135,675
586,2025-02-28,P006,14,96,1344
587,2025-02-28,P007,12,44,528
588,2025-02-28,P008,38,10,380
589,2025-02-28,P009,6,136,816
590,2025-02-28,P010,8,20,160
591,2025-03-01,P001,105,26,2730
592,2025-03-01,P002,18,29,522
593,2025-03-01,P003,68,26,1768
594,2025-03-01,P004,68,28,1904
595,2025-03-01,P005,4,135,540
596,2025-03-01,P006,22,96,2112
597,2025-03-01,P007,14,44,616
598,2025-03-01,P008,35,10,350
599,2025-03-01,P009,5,136,680
600,2025-03-01,P010,16,20,320
601,2025-03-02,P001,83,26,2158
602,2025-03-02,P002,22,29,638
603,2025-03-02,P003,74,26,1924
604,2025-03-02,P004,67,28,1876
605,2025-03-02,P005,5,135,675
606,2025-03-02,P006,20,96,1920
607,2025-03-02,P007,13,44,572
608,2025-03-02,P008,43,10,430
609,2025-03-02,P009,6,136,816
610,2025-03-02,P010,11,20,220
611,2025-03-03,P001,96,26,2496
612,2025-03-03,P002,19,29,551
613,2025-03-03,P003,72,26,1872
614,2025-03-03,P004,55,28,1540
615,2025-03-03,P005,5,135,675
616,2025-03-03,P006,15,96,1440
617,2025-03-03,P007,14,44,616
618,2025-03-03,P008,34,10,340
619,2025-03-03,P009,7,136,952
620,2025-03-03,P010,10,20,200
621,2025-03-04,P001,84,26,2184
622,2025-03-04,P002,18,29,522
623,2025-03-04,P003,64,26,1664
624,2025-03-04,P004,46,28,1288
625,2025-03-04,P005,5,135,675
626,2025-03-04,P006,17,96,1632
627,2025-03-04,P007,11,44,484
628,2025-03-04,P008,32,10,320
629,2025-03-04,P009,6,136,816
630,2025-03-04,P010,13,20,260
631,2025-03-05,P001,103,26,2678
632,2025-03-05,P002,21,29,609
633,2025-03-05,P003,66,26,1716
634,2025-03-05,P004,46,28,1288
635,2025-03-05,P005,4,135,540
636,2025-03-05,P006,14,96,1344
637,2025-03-05,P007,11,44,484
638,2025-03-05,P008,29,10,290
639,2025-03-05,P009,7,136,952
640,2025-03-05,P010,10,20,200
641,2025-03-06,P001,103,26,2678
642,2025-03-06,P002,21,29,609
643,2025-03-06,P003,75,26,1950
644,2025-03-06,P004,46,28,1288
645,2025-03-06,P005,5,135,675
646,2025-03-06,P006,15,96,1440
647,2025-03-06,P007,14,44,616
648,2025-03-06,P008,38,10,380
649,2025-03-06,P009,6,136,816
650,2025-03-06,P010,11,20,220
651,2025-03-07,P001,82,26,2132
652,2025-03-07,P002,17,29,493
653,2025-03-07,P003,80,26,2080
654,2025-03-07,P004,55,28,1540
655,2025-03-07,P005,5,135,675
656,2025-03-07,P006,15,96,1440
657,2025-03-07,P007,11,44,484
658,2025-03-07,P008,39,10,390
659,2025-03-07,P009,5,136,680
660,2025-03-07,P010,9,20,180
661,2025-03-08,P001,97,26,2522
662,2025-03-08,P002,19,29,551
663,2025-03-08,P003,85,26,2210
664,2025-03-08,P004,50,28,1400
665,2025-03-08,P005,5,135,675
666,2025-03-08,P006,19,96,1824
667,2025-03-08,P007,15,44,660
668,2025-03-08,P008,34,10,340
669,2025-03-08,P009,7,136,952
670,2025-03-08,P010,13,20,260
671,2025-03-09,P001,93,26,2418
672,2025-03-09,P002,23,29,667
673,2025-03-09,P003,85,26,2210
674,2025-03-09,P004,55,28,1540
675,2025-03-09,P005,5,135,675
676,2025-03-09,P006,19,96,1824
677,2025-03-09,P007,15,44,660
678,2025-03-09,P008,46,10,460
679,2025-03-09,P009,6,136,816
680,2025-03-09,P010,11,20,220
681,2025-03-10,P001,95,26,2470
682,2025-03-10,P002,18,29,522
683,2025-03-10,P003,64,26,1664
684,2025-03-10,P004,45,28,1260
685,2025-03-10,P005,4,135,540
686,2025-03-10,P006,15,96,1440
687,2025-03-10,P007,13,44,572
688,2025-03-10,P008,33,10,330
689,2025-03-10,P009,6,136,816
690,2025-03-10,P010,13,20,260
691,2025-03-11,P001,96,26,2496
692,2025-03-11,P002,20,29,580
693,2025-03-11,P003,74,26,1924
694,2025-03-11,P004,66,28,1848
695,2025-03-11,P005,5,135,675
696,2025-03-11,P006,16,96,1536
697,2025-03-11,P007,13,44,572
698,2025-03-11,P008,43,10,430
699,2025-03-11,P009,6,136,816
700,2025-03-11,P010,12,20,240
701,2025-03-12,P001,94,26,2444
702,2025-03-12,P002,23,29,667
703,2025-03-12,P003,77,26,2002
704,2025-03-12,P004,45,28,1260
705,2025-03-12,P005,4,135,540
706,2025-03-12,P006,14,96,1344
707,2025-03-12,P007,14,44,616
708,2025-03-12,P008,38,10,380
709,2025-03-12,P009,6,136,816
710,2025-03-12,P010,9,20,180
711,2025-03-13,P001,96,26,2496
712,2025-03-13,P002,22,29,638
713,2025-03-13,P003,80,26,2080
714,2025-03-13,P004,56,28,1568
715,2025-03-13,P005,4,135,540
716,2025-03-13,P006,13,96,1248
717,2025-03-13,P007,11,44,484
718,2025-03-13,P008,35,10,350
719,2025-03-13,P009,6,136,816
720,2025-03-13,P010,10,20,200
721,2025-03-14,P001,79,26,2054
722,2025-03-14,P002,24,29,696
723,2025-03-14,P003,78,26,2028
724,2025-03-14,P004,57,28,1596
725,2025-03-14,P005,5,135,675
726,2025-03-14,P006,19,96,1824
727,2025-03-14,P007,13,44,572
728,2025-03-14,P008,33,10,330
729,2025-03-14,P009,5,136,680
730,2025-03-14,P010,13,20,260
731,2025-03-15,P001,94,26,2444
732,2025-03-15,P002,22,29,638
733,2025-03-15,P003,83,26,2158
734,2025-03-15,P004,52,28,1456
735,2025-03-15,P005,5,135,675
736,2025-03-15,P006,20,96,1920
737,2025-03-15,P007,13,44,572
738,2025-03-15,P008,32,10,320
739,2025-03-15,P009,6,136,816
740,2025-03-15,P010,12,20,240
741,2025-03-16,P001,100,26,2600
742,2025-03-16,P002,23,29,667
743,2025-03-16,P003,70,26,1820
744,2025-03-16,P004,65,28,1820
745,2025-03-16,P005,4,135,540
746,2025-03-16,P006,22,96,2112
747,2025-03-16,P007,15,44,660
748,2025-03-16,P008,39,10,390
749,2025-03-16,P009,7,136,952
750,2025-03-16,P010,12,20,240
751,2025-03-17,P001,86,26,2236
752,2025-03-17,P002,24,29,696
753,2025-03-17,P003,68,26,1768
754,2025-03-17,P004,56,28,1568
755,2025-03-17,P005,5,135,675
756,2025-03-17,P006,17,96,1632
757,2025-03-17,P007,13,44,572
